Municipio	cpos
SOTO DEL HINOJAR	28359
VILLACONEJOS	28360
CHINCHON	28370
BALCON DEL TAJO, URBANIZACION	28380
BELMONTE DE TAJO	28390
VALDELAGUNA	28391
COLLADO VILLALBA	28400
CAÑADA REAL	28409
ALCORNOCAL, EL	28410
ABETOS, LOS (MORALZARZAL)	28411
CERCEDA	28412
BOALO, EL	28413
NIEVES Y SOL	28419
COLONIA ALTO DE LA NAVATA	28420
ALPEDRETE	28430
BERROCALES, LOS (ALPEDRETE)	28439
CASA FORESTAL TABLADA, EDIFICIO	28440
COLLADO MEDIANO	28450
ABETOS, LOS (COLLADO MEDIANO)	28459
MOLINOS, DE LOS, ESTACION	28460
CERCEDILLA	28470
ARROYUELOS, LOS (CERCEDILLA)	28478
DEHESAS, LAS	28479
BARRIO TABLADA	28480
BECERRIL DE LA SIERRA	28490
NAVACERRADA, PUEBLO	28491
MATALPINO	28492
ARCIPRESTE, HOSTAL DEL	28499
ARGANDA DEL REY	28500
CAMPO REAL	28510
VALDILECHA	28511
VILLAR DEL OLMO	28512
VILLAS DE NUEVO BAZTAN, LAS	28513
CENTRAL TELEFONICA DE RADIO (NUEVO BAZTAN)	28514
OLMEDA DE LAS FUENTES	28515
COLONIA PABLO IGLESIAS	28520
COLONIA COVIBAR	28521
AVICOLA DEL JARAMA	28529
BARRANQUETES, LOS	28530
CAMPILLO, EL (PERALES DE TAJUÑA)	28540
TIELMES DE TAJUÑA	28550
CARABAÑA	28560
ORUSCO	28570
AMBITE	28580
VILLAREJO DE SALVANES	28590
VALDARACETE	28594
ESTREMERA	28595
BREA DE TAJO	28596
FUENTIDUEÑA DE TAJO	28597
VILLAMANRIQUE DE TAJO	28598
BUENAMESON (HIDROELECTRICA)	28599
CALIPO, URBANIZACION	28600
ALAMO, EL (NAVALCARNERO)	28607
MANANTIALES, URBANIZACION	28609
VILLAMANTA	28610
ALDEA DEL FRESNO	28620
VILLA DEL PRADO	28630
CADALSO DE LOS VIDRIOS	28640
ENTREPINOS, URBANIZACION	28648
CERRO GUISANDO, MONASTERIO	28649
CENICIENTOS	28650
BOADILLA DEL MONTE	28660
MONTEPRINCIPE	28668
BONANZA	28669
BOSQUE, EL, URBANIZACION	28670
RESIDENCIA ANCIANOS (VILLAVICIOSA ODON)	28679
APARTAMENTOS PRONTO, URBANIZACION	28680
BRUNETE	28690
CERRO DEL VENERO	28691
ARMADA, LA (EL NORAY), VIVIENDAS	28692
QUIJORNA	28693
BARRIO SAN MARTIN	28694
CUESTA VIEJA, URBANIZACION	28695
COLONIA DE LOS LANCHARES	28696
GRANJILLA, LA, URBANIZACION	28700
CIUDALCAMPO	28707
FUENTE DEL FRESNO	28708
CABAÑA, LA (SAN SEBASTIAN DE LOS REYES)	28709
MOLAR, EL	28710
BUSTARVIEJO	28720
CABANILLAS DE LA SIERRA	28721
ESPARTAL, EL	28722
ATALAYA REAL, URBANIZACION	28723
COTOS DE MONTERREY	28729
BUITRAGO DE LOZOYA	28730
BRAOJOS	28737
BELLIDAS	28738
CASA DEL GUARDA	28739
COLONIA DE LAS MATILLAS	28740
PAULAR, REAL EL, MONASTERIO	28741
LOZOYA DEL VALLE	28742
CANENCIA DE LA SIERRA	28743
ALAMEDA DEL VALLE	28749
SAN AGUSTIN DE GUADALIX	28750
CABRERA, LA	28751
LOZOYUELA	28752
MOLINO DE MAZACORTAS	28753
BERCIAL, EL (BUITRAGO)	28754
ACEBEDA, LA	28755
SOMOSIERRA	28756
BODONAL, EL	28760
COLMENAR VIEJO, DEL KM. 22,601 AL FINAL, CARRETERA	28770
CENTRO MILITAR SAN PEDRO	28780
BASE MILITAR EL GOLOSO	28790
AGUSTINA, LA	28791
MIRAFLORES DE LA SIERRA, ANEJOS DE	28792
ENDRINALES, LOS	28793
GUADALIX DE LA SIERRA	28794
SANTA JUANA CRUZ (CONVENTO CASARRUBUELOS)	28798
Alcalá de Henares	28800
Alcalá de Henares	28801
Alcalá de Henares	28802
Alcalá de Henares	28803
Alcalá de Henares	28804
Alcalá de Henares	28805
Alcalá de Henares	28806
Alcalá de Henares	28807
HUEROS, LOS	28810
CORPA	28811
PEZUELA DE LAS TORRES	28812
ARLITA	28813
DAGANZO DE ARRIBA	28814
FRESNO DE TOROTE	28815
AVICOLA SAN NICOLAS	28816
SANTOS DE LA HUMOSA, LOS	28817
ANCHUELO	28818
CERVANTES, URBANIZACION	28819
COLINA, LA (COSLADA), URBANIZACION	28820
PARQUE EMPRESARIAL SAN FERNANDO DE HENARES	28830
MEJORADA DEL CAMPO	28840
BARRIO DE EL CASTILLO	28850
PARQUE CORREDOR DEL HENARES, MERCADO	28851
CARRETERA BARAJAS, VIVIENDAS	28860
BERROCALES DE JARAMA, LOS	28861
BELVIS DE JARAMA	28862
COBEÑA	28863
AJALVIR	28864
WALTIBAÑEZ	28865
Alcalá de Henares	28870
ALAMEDA	28880
LOECHES	28890
COVITAL, URBANIZACION	28891
Getafe	28900
Getafe	28901
Getafe	28902
Getafe	28903
Getafe	28904
Getafe	28905
Getafe	28906
AIGÜES TORTES	28909
Leganés	28910
Leganés	28911
Leganés	28912
Leganés	28913
Leganés	28914
Leganés	28915
Leganés	28916
Leganés	28917
Leganés	28918
Leganés	28919
Alcorcón	28920
Alcorcón	28921
Alcorcón	28922
Alcorcón	28923
Alcorcón	28924
Alcorcón	28925
Móstoles	28930
Móstoles	28931
Móstoles	28932
Móstoles	28933
Móstoles	28934
Móstoles	28935
Móstoles	28936
Móstoles	28937
Móstoles	28938
ARROYOMOLINOS	28939
Fuenlabrada	28940
Fuenlabrada	28941
Fuenlabrada	28942
Fuenlabrada	28943
Fuenlabrada	28944
Fuenlabrada	28945
Fuenlabrada	28946
Fuenlabrada	28947
ALMONTE, DE, CAMINO	28950
HUMANES DE MADRID	28970
GRIÑON	28971
CASARRUBUELOS	28978
BATRES	28979
FUENTEBELLA	28980
TORREJON DE VELASCO	28990
TORREJON DE LA CALZADA	28991
Malaga	29001
Malaga	29002
Malaga	29003
Malaga	29004
Malaga	29005
Malaga	29006
Malaga	29007
Malaga	29008
Malaga	29009
Malaga	29010
Malaga	29011
Malaga	29012
Malaga	29013
Malaga	29014
Malaga	29015
Malaga	29016
Malaga	29017
Malaga	29018
Malaga	29070
Malaga	29071
Malaga	29080
BARRIADA LAS FLORES	29100
ARDITE	29108
MILLANAS, LAS	29109
MONDA	29110
AGONIAS, LAS, URBANIZACION	29120
ALAMILLO, EL, URBANIZACION	29130
Malaga	29140
ALMOGIA	29150
ARROYO COCHE (CASABERMEJA)	29160
CARAVACA	29170
RIOGORDO	29180
Malaga	29190
ALMENDRAL	29191
POLIGONO DE LOS RAMOS	29192
CASETA DE OBRAS PUBLICAS	29193
ALFARNATE	29194
ALQUERIA (COMARES)	29195
BIZCOCHERA	29196
BARRIADA ARROYO GALICA	29197
ANTEQUERA	29200
CUEVAS DE SAN MARCOS	29210
CUEVAS BAJAS	29220
CAMPO DE CAMARA (VILLANUEVA DE LA CONCEPCION)	29230
ARROYO COCHE (VILLANUEVA DE LA CONCEPCION)	29239
HUERTAS DE ENFRENTE	29240
CARTAOJAL	29250
JOYA NOGALES, LA	29260
ARCHIDONA	29300
ALBAICIN	29310
ATALAYA, LA	29311
HUERTAS, LAS (VILLANUEVA DEL R)	29312
ALAMO, EL	29313
ARCHIDONA, ESTACION	29314
FUENTE DEL FRESNO	29315
CAMPILLOS	29320
HUERTAS DE GUADALTEBA	29327
SIERRA DE YEGUAS	29328
NAVAHERMOSA	29329
ALMARGEN	29330
CAÑETE LA REAL	29340
ARRIATE	29350
MONTEJAQUE	29360
BENAOJAN, DE, ESTACION	29370
CORTES DE LA FRONTERA	29380
CAÑADA DEL REAL TESORO, LA	29391
JIMERA DE LIBAR, ESTACION	29392
INDIANA, LA	29393
CIMADA, LA	29394
CAÑETE LA REAL, ESTACION	29395
ARENOSOS, LOS	29400
YUNQUERA	29410
BURGO, EL	29420
MONTECORTO	29430
IGUALEJA	29440
PUJERRA	29450
PARAUTA	29451
CARTAJIMA	29452
ALPANDEIRE	29460
FARAJAN	29461
JUZCAR	29462
CUEVAS DEL BECERRO	29470
SERRATO	29471
GAUCIN	29480
BENARRABA	29490
ALGATOCIN	29491
BENASTEPAL	29492
BENADALID	29493
ATAJATE	29494
ALORA	29500
ALORA, DE, ESTACION	29510
FUENTE PIEDRA	29520
ALAMEDA	29530
HUMILLADERO	29531
BELLOTAS	29532
CARVAJALES	29533
BARRIADA ORTIZ	29540
ARDALES	29550
CARRATRACA	29551
ALMONA, LA	29552
GAITANEJO, EL	29553
CASILLAS DE DIAZ	29560
CAICUNES	29566
ALOZAINA	29567
ALBARRAS, LAS	29569
ACEITUNERA	29570
CARTAMA, DE, ESTACION	29580
Malaga	29590
CAMPOSOL	29591
ALJAIMA, DE, ESTACION	29592
ANCARES, LOS	29593
ALBARIZAS	29600
ALMADRABA, LA	29610
ISTAN	29611
TORREMOLINOS	29620
BENALMADENA COSTA	29630
ARROYO DE LA MIEL	29631
BENALMADENA, PUEBLO	29639
CASTILLO, EL (FUENGIROLA)	29640
ALCANTARA, URBANIZACION	29649
ALMACHADA	29650
NUEVA ANDALUCIA	29660
SAN PEDRO ALCANTARA	29670
ALCUZCUZ, EL	29678
ANGELES, LOS, URBANIZACION	29679
ESTEPONA	29680
ALCORNOCAL	29688
ARROYO DE LAS CAÑAS	29689
CASARES	29690
ALCORIN	29691
BAJIA DE LA PLATA	29692
ARROYO VAQUERO	29693
CABRILLAS	29700
BAÑOS DE VILO	29710
ALCAUCIN	29711
ALDEA, LA	29712
BARRIADA PUENTE DE DON MANUEL	29713
SALARES	29714
SEDELLA	29715
CAMINO REAL (CANILLAS DE ACEITUNO)	29716
ALMACHAR	29718
BENAMOCARRA	29719
AGUSTINES, LOS	29720
CAÑADAS, LAS	29730
ACEBUCHAL (RINCON DE LA VICTORIA)	29738
ALACHES, LOS, URBANIZACION	29740
ALESAS, LAS	29749
ALGARROBO COSTA	29750
CALETA DE VELEZ	29751
CARRASPITE	29752
ARCHEZ	29753
COLMENILLAS, LAS	29754
CANILLAS DE ALBAIDA	29755
LAGOS	29760
BARRIADA CASASNUEVAS	29770
FUENTE DEL BADEN	29780
CUEVA DE NERJA	29787
FRIGILIANA	29788
ACEBUCHAL (NERJA)	29789
AGUAMARINA, URBANIZACION	29790
BENAQUE	29791
BOLAÑOS	29792
AMBERES, URBANIZACION	29793
Murcia	30001
Murcia	30002
Murcia	30003
Murcia	30004
Murcia	30005
Murcia	30006
Murcia	30007
Murcia	30008
Murcia	30009
Murcia	30010
Murcia	30011
Murcia	30012
Murcia	30070
Murcia	30071
Murcia	30080
Murcia	30100
GUADALUPE	30107
RINCON DE BENISCORNIA	30108
JERONIMOS, LOS (LOS JERONIMOS)	30109
CABEZO DE TORRES	30110
BARRIO LA VICTORIA	30120
BENIEL	30130
RAAL, EL	30139
SANTOMERA	30140
SISCAR, EL	30149
ALBERCA, LA	30150
SANTO ANGEL	30151
ALJUCER	30152
BRIONES, LOS	30153
BASTIDAS, LOS	30154
BAÑOS Y MENDIGO	30155
MARTINEZ DEL PUERTO, LOS	30156
ALGEZARES	30157
GARRES, LOS	30158
CUEVA, LA	30160
LLANO DE BRUJAS	30161
SANTA CRUZ SANTA CRUZ	30162
AZARBE (PARROQUIA)	30163
CABEZO DE PLATA	30164
RINCON DE SECA	30165
NONDUERMAS	30166
RAYA, LA (LA RAYA)	30167
ERA ALTA	30168
SAN GINES	30169
CAGITAN, CAMPO DE	30170
PLIEGO	30176
CASAS NUEVAS (CASAS NUEVAS)	30177
FUENTE LIBRILLA	30178
BARQUEROS	30179
BULLAS	30180
CARRASCALEJO, EL	30189
ALBUDEITE	30190
CAMPOS DEL RIO	30191
RODEO DE ENMEDIO	30192
BAÑOS DE MULA	30193
NIÑO DE MULA	30194
ARCHIVEL	30195
BAJIL	30196
Cartagena	30200
Cartagena	30201
Cartagena	30202
Cartagena	30203
Cartagena	30204
Cartagena	30205
CARTAGENA NAVAL	30290
Cartagena	30300
Cartagena	30310
BARRIADA SANTIAGO	30319
FUENTE ALAMO	30320
AGUSTINILLOS, LOS	30329
ALBUJON, EL	30330
CONESAS, LOS (LOBOSILLO)	30331
BALSAPINTADA	30332
ALMAGROS, LOS	30333
ALMAZARAS	30334
BARBEROS, LOS (LA PINILLA)	30335
CANOVAS, LOS	30338
VALLE ESCOMBRERAS	30350
ALUMBRES	30351
ASOMADA, LA (CARTAGENA)	30359
UNION, LA	30360
FARO DE PORTMAN	30364
CRUZ CHIQUITA	30365
ALGAR, EL	30366
BEATOS, LOS	30367
BAHIA BELLA, CAMPING	30368
BOLARIN, LO (ROCHE)	30369
CABO DE PALOS	30370
MANGA DEL MAR MENOR, LA	30380
ESTRECHO DE SAN GINES	30381
BEAL, EL	30382
NIETOS VIEJOS	30383
ISLAS MENORES	30384
ATAMARIA, LA	30385
VILLA CARAVANING	30386
ALJORRA, LA	30390
GUIA, LA	30391
HONDON, EL (MEDIA LEGUA)	30392
ANGELES, LOS (CALIFA)	30393
BLASES, LOS (CANTERAS)	30394
APARECIDA, LA	30395
BLASES, LOS (CUESTA BLANCA)	30396
CARCELES, LOS (LA MAGDALENA)	30397
AGUERAS, LOS	30398
ABREVADERO	30399
CARAVACA DE LA CRUZ	30400
ALMUDENA, LA	30410
PARADORES	30411
BARRANDA	30412
HORNICO, EL	30413
CAÑADA DE LA CRUZ	30414
BAÑOS DE GILICO	30420
CEHEGIN	30430
CAMPILLO Y SUERTES	30438
AGUA SALADA	30439
MORATALLA	30440
CASAS DE ALEDO	30441
BENIZAR	30442
ALCAYNA	30500
RIBERA DE MOLINA, LA	30508
BARCELONETA, LA	30509
YECLA	30510
JUMILLA	30520
ALQUERIA, LA	30528
ENCEBRAS, LAS	30529
ALBARES, LOS	30530
ASCOY	30535
BOLVAX	30536
ALTO DE CHINCHILLA	30540
ABARAN	30550
BARRIADA DE LA VIRGEN DE ORO	30558
ASOMADA, LA (ABARAN)	30559
ALGUAZAS	30560
ALGUAZAS, ESTACION	30561
CEUTI	30562
TORRAOS, LOS	30563
LORQUI	30564
FLORIDA, LA (LAS TORRES DE COTILLAS)	30565
CONDOMINA, LA	30566
Murcia	30570
TORREAGUERA	30579
ALQUERIAS	30580
MOJON DE ZENETA	30588
ALQUERIAS, ESTACION	30589
BORRAMBLA	30590
ALMAZARICA, LA	30591
AVILESES	30592
BALANZAS, LOS	30593
CARRIONES, LOS (POZO ESTRECHO)	30594
ARBOLEDAS, LAS	30600
ALGAIDA, LA	30609
BERMEJA, LA	30610
OJOS	30611
ULEA	30612
FUENTE MORRA	30613
FORTUNA	30620
BAÑOS	30626
CAMPOTEJAR ALTA	30627
AJAUQUE	30628
CASICAS, LAS (PEÑA ZAFRA)	30629
BALNEARIO DE FORTUNA	30630
CASA CABRERA	30639
ABANILLA	30640
ALGARROBO, EL	30648
CARRILLOS, LOS	30649
CONQUETAS, LAS	30700
ALJILICOS, LOS	30708
CAHIMANES, LOS	30709
ALCAZAR CARTAGO NOVA	30710
CALAVERA, LA (SANTIAGO DE LA RIVERA)	30720
ACADEMIA GENERAL DEL AIRE	30729
SAN JAVIER	30730
AGUSTINOS, LOS	30739
ANTOLINOS, LOS	30740
BENTARIQUE	30800
RINCON DE LOS CARRANZAS	30810
CHURTAL, EL	30811
AVILES	30812
ALCANARA	30813
BARRANCO HONDO	30814
AGUADERAS	30815
HINOJAR	30816
CANALES, LAS	30817
ALCANTARILLA	30820
ÑORA, LA	30830
FABRICA DE LA POLVORA	30831
JAVALI NUEVO	30832
SANGONERA LA VERDE	30833
CUEVAS DEL NORTE	30834
BARRIO DE LOS PUCHES	30835
PUEBLA DE SOTO	30836
CAÑADA DEL MOLINERO	30837
ALHAMA DE MURCIA	30840
AZARAQUE	30848
BARRIO SAN RAMON	30849
LEBOR	30850
ANDREAS, LOS	30858
ALEDO	30859
PUERTO DE MAZARRON	30860
ALAMILLO	30868
NARES LAS SALINAS	30869
MAZARRON	30870
BARRANCO DE LOS ASENSIOS	30876
BOLNUEVO, CAMPING	30877
ATALAYA (MORATA)	30878
CUESTA LARGA	30879
AGUILAS	30880
AREJOS, LOS	30889
BEATAS, LAS (PUERTO LUMBRERAS)	30890
ESPARRAGAL DE PUERTO LUMBRERAS	30891
LIBRILLA	30892
ALMENDRICOS	30893
Pamplona	31001
Pamplona	31002
Pamplona	31003
Pamplona	31004
Pamplona	31005
Pamplona	31006
Pamplona	31007
Pamplona	31008
Pamplona	31009
Pamplona	31010
Pamplona	31011
Pamplona	31012
Pamplona	31013
Pamplona	31014
Pamplona	31015
Pamplona	31016
Pamplona	31070
Pamplona	31071
Pamplona	31080
GARES	31100
ARTAZU	31109
NOAIN (VALLE DE ELORZ)	31110
GUERENDIAIN (ELORZ)	31119
POTASAS, DE, POBLADO	31120
MAÑERU	31130
CIRAUQUI	31131
VILLATUERTA	31132
LEGARDA	31133
ARTAJONA	31140
MENDIGORRIA	31150
OBANOS	31151
MURUZABAL	31152
ADIOS	31153
AÑORBE	31154
ORCOYEN	31160
ARAZURI	31170
ASIAIN	31171
AIZPUN	31172
ARTAZCOZ	31173
ARGUIÑARIZ	31174
IZURZU	31175
ARGUIÑANO	31176
ARIZALA	31177
ABARZUZA	31178
BEARIN	31179
AEROPUERTO DE NOAIN (PAMPLONA)	31180
ASTRAIN	31190
ARLEGUI	31191
ARANGUREN	31192
AMALAIN	31193
ADERIZ	31194
AIZOAIN	31195
ESTELLA	31200
IRACHE, URBANIZACION	31208
IRACHE, DE, MONASTERIO	31209
ARCOS, LOS	31210
CABREGA	31219
SANSOL	31220
CABREDO	31227
AGUILAR DE CODES	31228
BARGOTA	31229
VIANA	31230
ARAS	31239
AYEGUI	31240
ARBEIZA	31241
VILLAMAYOR DE MONJARDIN	31242
ARRONIZ	31243
OTEIZA DE LA SOLANA	31250
LARRAGA	31251
BERBINZANA	31252
MIRANDA DE ARGA	31253
VERGALIJO	31254
LERIN, VENTAS DE	31260
ANDOSILLA	31261
ALLO	31262
ARELLANO	31263
ABERIN DE LA SOLANA	31264
LARRAONA	31270
ARANARACHE	31271
ARTAZA	31272
ABAIGAR	31280
ANCIN	31281
ACEDO	31282
GALBARRA	31283
ZUÑIGA	31284
AMILLANO	31290
ARZOZ	31291
ALLOZ, MONASTERIO	31292
SESMA	31293
TAFALLA	31300
CARCASTILLO	31310
FIGAROL	31311
SAN ISIDRO DEL PINAR	31312
MURILLO EL FRUTO	31313
SANTACARA	31314
TRAIBUENAS	31315
MILAGRO	31320
VILLAFRANCA	31330
MARCILLA	31340
PERALTA	31350
FUNES	31360
FALCES	31370
CAPARROSO	31380
CAPARROSO, DE, ESTACION	31381
MELIDA	31382
RADA	31383
OLITE	31390
MURILLO EL CUENDE	31391
PITILLAS	31392
BEIRE	31393
PUEYO	31394
AMATRIAIN	31395
BARIAIN	31396
CAMPANAS	31397
BIURRUN	31398
SANGÜESA	31400
GABARDERAL	31409
MONASTERIO DE LEIRE	31410
JAVIER	31411
BURGUI	31412
VIDANGOZ	31413
GARDE	31414
RONCAL	31415
URZAINQUI	31416
ISABA	31417
UZTARROZ	31418
URROZ VILLA	31420
ARDANAZ DE IZAGAONDOA	31421
ARTAIZ	31422
AGOITZ	31430
ARCE	31438
ARTOZQUI	31439
LUMBIER	31440
ADOAIN	31448
ALDUNATE	31449
NAVASCUES	31450
GALLUES	31451
GUESA	31452
ESPARZA DE SALAZAR	31453
ARBONIES	31454
AIBAR	31460
ELORZ	31470
MONREAL	31471
ALZORRIZ	31472
ABINZANO	31473
ARTIEDA	31480
ACOTAIN	31481
LERRUZ	31482
BEORTEGUI	31483
GALDUROZ	31484
MENDIOROZ	31485
ALZUZA	31486
LIEDENA	31487
CASEDA	31490
EZPROGUI	31491
AYESA	31492
GALLIPIENZO	31493
ESLAVA	31494
SAN MARTIN DE UNX	31495
UJUE	31496
BARDENAS REALES, LAS (POLIGONO DE TIRO)	31500
FUSTIÑANA	31510
CABANILLAS	31511
BOCAL, EL	31512
ARGUEDAS	31513
VALTIERRA	31514
CADREITA	31515
CASCANTE	31520
MURCHANTE	31521
MONTEAGUDO	31522
ABLITAS	31523
CORTES	31530
BUÑUEL	31540
RIBAFORADA	31550
AZAGRA	31560
SAN ADRIAN	31570
CARCAR	31579
FECULAS (LODOSA)	31580
MENDAVIA	31587
LAZAGURRIA	31588
SARTAGUDA	31589
CASTEJON	31590
CORELLA	31591
CINTRUENIGO	31592
FITERO	31593
FITERO, BALNEARIO	31594
BURLADA	31600
ATARRABIA	31610
GORRAIZ	31620
OSTERITZ	31630
EUGI	31638
AGORRETA	31639
AURITZ/BURGUETE	31640
ORREAGA/RONCESVALLES	31650
LUZAIDE/VALCARLOS	31660
AZOLETA	31669
ORBAITZETA	31670
ARIA	31671
OCHAGAVIA	31680
IZALZU	31689
ESCAROZ	31690
JAURRIETA	31691
ABAURREA ALTA/ABAURREGAINA	31692
GARRALDA	31693
AURIZBERRI-ESPINAL	31694
BIZKARRETA-GERENDIAIN	31695
LINTZOAIN	31696
AINTZIOA	31697
AKERRETA	31698
ANTXORITZ	31699
ANTZANBORDAÇ	31700
ZUGARRAMURDI	31710
ALKERDI	31711
ALKERDI (2)	31712
ARIZKUN	31713
ERRATZU	31714
AMAIUR/MAIA	31715
BERTIZ	31720
GARTZAIN	31730
DONEZTEBE/SAN ESTEBAN	31740
ELGORRIAGA	31744
AMEZTIA	31745
ZUBIETA	31746
SALDIAS	31747
ERATSUN	31748
EZKURRA	31749
DONAMARIA	31750
OITZ	31751
URROTZ, PUEBLO	31752
BEINTZA LABAIEN	31753
ARANO	31754
ETXALAR	31760
LESAKA	31770
BERA/VERA DE BIDASOA	31780
ALKAIAGA	31789
ARANTZA	31790
SUNBILLA	31791
LEGASA	31792
NARBARTE	31793
AROZTEGIA	31794
LEKAROZ	31795
ALMANDOZ	31796
ALKOTZ	31797
ARITZU	31798
ANOCIBAR	31799
ALTSASU/ALSASUA	31800
OLAZTI/OLATZAGUTIA	31809
BAKAIKU	31810
ETXARRI-ARANATZ	31820
DORRAO/TORRANO	31829
LAKUNTZA	31830
ARBIZU	31839
ARRUAZU	31840
IRAÑETA	31849
HIRIBERRI-VILLANUEVA, PUEBLO	31850
IRURTZUN	31860
AIZAROTZ	31866
AGUINAGA (GULINA)	31867
ATONDO	31868
BERAMENDI	31869
ARALAR, SAN MIGUEL DE O SANT	31870
ARESO	31876
ALBIASU	31877
ALDATZ	31878
ALLI	31879
LEITZA, PUEBLO	31880
BETELU	31890
ARRIBE-ATALLU	31891
ALDABA	31892
Ourense	32001
Ourense	32002
Ourense	32003
Ourense	32004
Ourense	32005
Ourense	32070
Ourense	32071
Ourense	32080
BONCOMEZO	32100
AGRO MAIOR	32101
CORUXAL, O (VILAMARIN)	32102
BARRAL (OURENSE)	32103
CASCARREIRA	32110
CAXAMONDE	32111
ALEN (PADERNE DE ALLARIZ)	32112
ANSARIZ	32120
CEA	32130
VILELA (SAN CRISTOVO DE CEA)	32134
CANDA, A (PIÑOR)	32135
AGRO SANTIÑO	32136
ALBARONA	32137
ALEN (TORCELA)	32138
ARIZ	32139
ARBOR	32140
AGRA, A (SAN CRISTOVO DE CEA)	32141
ABEDIN	32150
ANDELO	32151
ALBAN	32152
GOLPELLEIRAS, AS	32153
ALCOUCE, O	32160
ARMARIZ (NOGUEIRA DE RAMUIN)	32161
BIDUEDO (LUINTRA)	32162
LOUREIRO (NOGUEIRA DE RAMUIN)	32163
ALBERGUERIA, A (NOGUEIRA DE RAMUIN)	32164
AMOEIRO	32170
ABRUCIÑOS	32172
CORTEGADA (CORTEGADA)	32200
CASALDRIGO	32202
ABELIDA, A	32211
ABELLAS	32212
ABELENDA DE BALONGO	32213
LAPELA (PADRENDA)	32219
CANCELA (CASTRELO DE MIÑO)	32220
ALDEA DE DEVA	32225
ALEN (CRESPOS)	32226
ENFORNADAS, AS	32227
ABELEIRA, A (PADRENDA)	32228
AGRA, A (PADRENDA)	32229
VILELA (CASTRELO DE MIÑO)	32231
TOLEDO, O	32232
ABELLEIRA DE ARRIBA, A	32235
ACIVIDO	32236
ANTONS, OS	32243
BARCO, O	32300
REPORICELO	32310
BARRIO DE CASCALLA, O	32311
OULEGO	32312
CORTES (BARCO)	32313
ALIXO	32314
ARNADO (VILAMARTIN DE VALDEORRAS)	32315
ARCOS (VILAMARTIN DE VALDEORRAS)	32316
FERRADAL (BARCO DE VALDEORRAS, O)	32317
CASTRO VILARIÑO	32318
QUEREÑO	32320
NOGUEIRAS, AS (CARBALLEDA)	32329
SOBRADELO (CARBALLEDA)	32330
VILADEQUINTA	32334
BASCOIS	32336
CASAIO	32337
CANDEDA (CARBALLEDA)	32338
SAN XUSTO (CARBALLEDA)	32339
CORREXAIS (VILAMARTIN DE VALDEORRAS)	32340
ALDEA, A (VILAMARTIN DE VALDEORRAS)	32348
SANTIAGO (VILLAMARTIN)	32349
FONTEI	32350
CASASOLA (PETIN)	32356
CARBALLAL (PETIN)	32357
HERMIDA VELLA	32358
VEIGA, A (VEIGA,A)	32360
PONTE, A (VEIGA,A)	32365
CASDENODRES	32366
CANDEDA (VEIGA, A)	32368
BAÑOS (VEIGA, A)	32369
BOLO, O	32370
PORTELA DE PORTOMOURISCO, A	32371
ACEVEDA	32372
CHAO DAS DONAS	32373
VALBUXAN	32374
BUXAN (BOLO, O)	32375
FOZ, A (RIBADAVIA)	32400
CIMA DE VILA (MELON)	32410
BARCIA (MELON)	32411
COSTEIRA, A (CARBALLEDA DE AVIA)	32412
CARBALLEDA DE AVIA	32413
CACABELOS (CENLLE)	32415
FRANQUEIRAN, A	32416
ARNOIA, A (SAN SALVADOR)	32417
FRANCELOS	32418
ATRIO (LEIRO)	32419
LEIRO	32420
AGRA, A (LEIRO)	32425
CORTES, AS (LEIRO)	32426
BAROUTA	32427
BARRAL (LEIRO)	32428
CUBILLEDO	32429
ALBIN	32430
BEADE (BEADE)	32431
REGADAS, AS (BEADE)	32432
ABELENDA DAS PENAS	32433
ALDEA (AVION)	32434
ALEN (AVION)	32435
BARRO (AVION)	32436
PEARES, OS	32440
ALMORFE	32448
AIROA DE BEACAN	32449
BARBANTES (CENLLE), ESTACION	32450
CABO (PUNXIN)	32452
ALEMPARTE (SAN AMARO)	32453
BALCON, O (OSMO)	32454
BARON, O (SAN AMARO)	32455
BACELO, O	32456
FREAS (PUNXIN)	32457
BALCON, O (TRASARIZ)	32459
ARCOS (SANTA MARIA)	32500
BAGARELAS	32510
ASTURESES	32512
ABELLEIRA (BOBORAS)	32514
AGUISAR	32515
ALBOIO, O	32516
XOANE	32519
ABELEIRA, A (BEARIZ)	32520
BARRO (BOBORAS)	32521
IGRESARIO, O	32522
BORRAXAS	32523
ANTAS, AS (2)	32526
PORTO PEREIRAS (BOBORAS)	32527
BARRO (CUSANCA)	32530
BARREIRA, A (CARBALLIÑO, O)	32534
CORNEDA (IRIXO, O)	32535
BUGALLEIRA DE ABAIXO, A	32536
BARCIA (IRIXO, O)	32537
PREXIGUEIRO (IRIXO, O)	32538
ALEMPARTE (IRIXO, O)	32539
GUDIÑA, A	32540
BARXA (GUDIÑA, A)	32545
HEROSA	32546
CARRACEDO DA SERRA	32547
CADAVOS	32548
CANDA, A	32549
VIANA DO BOLO	32550
CONSO	32551
ENTRECINSA	32552
BARRIO DE ABAIXO (PINZA)	32554
ERMIDA, A (VIANA)	32555
COVELO (VIANA DO BOLO)	32556
ARDEXARXE	32557
ALTO DE COVELO, O	32558
QUINTELA DE HEDROSO	32559
PRADOCABALOS	32560
BEMBIBRE	32562
BOUZA (VIANA DO BOLO)	32563
MASIDE	32570
CORZOS (MASIDE)	32572
AGRO DE QUINTA	32573
ARMESES	32574
